,rank,Team,rank_change,year,Part,Pld,W,D,L,GF,GA,GD,Points,previous_cup_wins,won_this_year
14047,70,Guinea,0,2017,14.0,52.0,15.0,18.0,19.0,65.0,72.0,-7.0,63.0,0,0
14048,66,Benin,0,2017,4.0,14.0,0.0,5.0,9.0,7.0,24.0,-17.0,5.0,0,0
14049,20,Egypt,-3,2017,26.0,111.0,60.0,24.0,27.0,175.0,97.0,78.0,204.0,7,0
14050,205,Djibouti,0,2017,,,,,,,,,,0,0
14051,28,Senegal,-3,2017,17.0,71.0,30.0,18.0,23.0,87.0,58.0,29.0,108.0,0,0
14052,146,Mauritius,-1,2017,1.0,3.0,0.0,0.0,3.0,2.0,8.0,-6.0,0.0,0,0
14053,147,Angola,-1,2017,9.0,31.0,7.0,13.0,11.0,39.0,43.0,-4.0,34.0,0,0
14054,150,Chad,-1,2017,,,,,,,,,,0,0
14055,151,Sao Tome and Principe,-2,2017,,,,,,,,,,0,0
14056,157,Tanzania,-1,2017,3.0,9.0,0.0,3.0,6.0,6.0,18.0,-12.0,3.0,0,0
14057,142,Comoros,1,2017,1.0,4.0,1.0,0.0,3.0,4.0,7.0,-3.0,3.0,0,0
14058,129,Niger,-3,2017,2.0,6.0,0.0,1.0,5.0,1.0,9.0,-8.0,1.0,0,0
14059,137,Madagascar,2,2017,1.0,5.0,2.0,2.0,1.0,7.0,7.0,0.0,8.0,0,0
14060,138,Sudan,-1,2017,9.0,27.0,7.0,7.0,13.0,29.0,42.0,-13.0,28.0,1,0
14061,139,Burundi,1,2017,1.0,3.0,0.0,0.0,3.0,0.0,4.0,-4.0,0.0,0,0
14062,141,Lesotho,-2,2017,,,,,,,,,,0,0
14063,205,Somalia,0,2017,,,,,,,,,,0,0
14064,167,South Sudan,-2,2017,,,,,,,,,,0,0
14065,179,Gambia,1,2017,2.0,8.0,3.0,1.0,4.0,6.0,10.0,-4.0,10.0,0,0
14066,187,Seychelles,1,2017,,,,,,,,,,0,0
14067,205,Eritrea,0,2017,,,,,,,,,,0,0
14068,61,Mali,3,2017,13.0,59.0,21.0,21.0,17.0,71.0,69.0,2.0,84.0,0,0
14069,62,South Africa,0,2017,11.0,50.0,18.0,16.0,16.0,55.0,48.0,7.0,70.0,1,0
14070,66,Benin,0,2017,4.0,14.0,0.0,5.0,9.0,7.0,24.0,-17.0,5.0,0,0
14071,70,Guinea,0,2017,14.0,52.0,15.0,18.0,19.0,65.0,72.0,-7.0,63.0,0,0
14072,50,Algeria,0,2017,20.0,80.0,28.0,24.0,28.0,97.0,93.0,4.0,108.0,1,0
14073,32,Cameroon,-1,2017,21.0,95.0,46.0,31.0,18.0,142.0,90.0,52.0,169.0,5,1
14074,36,Burkina Faso,-2,2017,13.0,52.0,10.0,17.0,25.0,51.0,78.0,-27.0,47.0,0,0
14075,37,Tunisia,1,2017,21.0,83.0,25.0,30.0,27.0,99.0,97.0,2.0,105.0,1,0
14076,38,DR Congo,1,2017,20.0,80.0,21.0,29.0,30.0,94.0,107.0,-13.0,92.0,2,0
14077,41,Nigeria,0,2017,20.0,104.0,57.0,24.0,23.0,146.0,95.0,50.0,195.0,3,0
14078,43,Ghana,-2,2017,24.0,105.0,54.0,23.0,28.0,138.0,93.0,45.0,185.0,4,0
14079,47,Ivory Coast,0,2017,25.0,106.0,48.0,30.0,28.0,152.0,111.0,41.0,174.0,2,0
14080,49,Morocco,1,2017,19.0,74.0,29.0,25.0,20.0,87.0,65.0,22.0,112.0,1,0
14081,74,Uganda,-1,2017,7.0,23.0,4.0,3.0,16.0,21.0,38.0,-17.0,15.0,0,0
14082,98,Eswatini,0,2017,,,,,,,,,,0,0
14083,99,Namibia,0,2017,4.0,13.0,1.0,3.0,9.0,11.0,31.0,-20.0,6.0,0,0
14084,101,Togo,0,2017,8.0,25.0,3.0,8.0,14.0,19.0,42.0,-23.0,17.0,0,0
14085,102,Liberia,0,2017,2.0,5.0,1.0,2.0,2.0,5.0,7.0,-2.0,5.0,0,0
14086,103,Malawi,-1,2017,3.0,10.0,2.0,2.0,6.0,9.0,15.0,-6.0,8.0,0,0
14087,104,Ethiopia,1,2017,11.0,30.0,7.0,4.0,19.0,31.0,67.0,-36.0,25.0,1,0
14088,105,Mozambique,0,2017,5.0,15.0,0.0,4.0,11.0,8.0,33.0,-25.0,4.0,0,0
14089,106,Mauritania,-1,2017,3.0,10.0,1.0,2.0,7.0,4.0,16.0,-12.0,5.0,0,0
14090,108,CAR,0,2017,,,,,,,,,,0,0
14091,109,Zimbabwe,4,2017,5.0,15.0,3.0,2.0,10.0,16.0,31.0,-15.0,11.0,0,0
14092,110,Equatorial Guinea,0,2017,4.0,19.0,8.0,5.0,6.0,20.0,18.0,2.0,29.0,0,0
14093,116,Botswana,1,2017,1.0,3.0,0.0,0.0,3.0,2.0,9.0,-7.0,0.0,0,0
14094,77,Cape Verde,3,2017,4.0,16.0,5.0,8.0,3.0,14.0,12.0,2.0,21.0,0,0
14095,78,Congo,2,2017,7.0,26.0,7.0,7.0,12.0,27.0,37.0,-10.0,28.0,1,0
14096,80,Guinea-Bissau,0,2017,4.0,12.0,0.0,3.0,9.0,4.0,19.0,-15.0,3.0,0,0
14097,87,Gabon,0,2017,8.0,25.0,7.0,10.0,8.0,24.0,27.0,-3.0,31.0,0,0
14098,88,Kenya,1,2017,6.0,17.0,2.0,4.0,11.0,11.0,31.0,-20.0,10.0,0,0
14099,90,Zambia,-1,2017,18.0,69.0,27.0,19.0,23.0,83.0,70.0,13.0,100.0,1,0
14100,92,Libya,0,2017,3.0,11.0,3.0,5.0,3.0,12.0,13.0,-1.0,14.0,0,0
14101,93,Rwanda,-7,2017,1.0,3.0,1.0,1.0,1.0,3.0,3.0,0.0,4.0,0,0
14102,95,Sierra Leone,1,2017,3.0,8.0,1.0,3.0,4.0,4.0,14.0,-10.0,6.0,0,0
14103,141,Burundi,2,2017,1.0,3.0,0.0,0.0,3.0,0.0,4.0,-4.0,0.0,0,0
14104,135,Tanzania,-22,2017,3.0,9.0,0.0,3.0,6.0,6.0,18.0,-12.0,3.0,0,0
14105,141,Liberia,39,2017,2.0,5.0,1.0,2.0,2.0,5.0,7.0,-2.0,5.0,0,0
14106,143,Comoros,1,2017,1.0,4.0,1.0,0.0,3.0,4.0,7.0,-3.0,3.0,0,0
14107,149,Chad,-1,2017,,,,,,,,,,0,0
14108,148,Lesotho,7,2017,,,,,,,,,,0,0
14109,154,South Sudan,-13,2017,,,,,,,,,,0,0
14110,154,Sudan,16,2017,9.0,27.0,7.0,7.0,13.0,29.0,42.0,-13.0,28.0,1,0
14111,144,Angola,-3,2017,9.0,31.0,7.0,13.0,11.0,39.0,43.0,-4.0,34.0,0,0
14112,130,CAR,22,2017,,,,,,,,,,0,0
14113,111,Zimbabwe,2,2017,5.0,15.0,3.0,2.0,10.0,16.0,31.0,-15.0,11.0,0,0
14114,113,Sierra Leone,18,2017,3.0,8.0,1.0,3.0,4.0,4.0,14.0,-10.0,6.0,0,0
14115,116,Equatorial Guinea,6,2017,4.0,19.0,8.0,5.0,6.0,20.0,18.0,2.0,29.0,0,0
14116,117,Rwanda,24,2017,1.0,3.0,1.0,1.0,1.0,3.0,3.0,0.0,4.0,0,0
14117,131,Niger,2,2017,2.0,6.0,0.0,1.0,5.0,1.0,9.0,-8.0,1.0,0,0
14118,120,Botswana,4,2017,1.0,3.0,0.0,0.0,3.0,2.0,9.0,-7.0,0.0,0,0
14119,120,Madagascar,-17,2017,1.0,5.0,2.0,2.0,1.0,7.0,7.0,0.0,8.0,0,0
14120,124,Ethiopia,20,2017,11.0,30.0,7.0,4.0,19.0,31.0,67.0,-36.0,25.0,1,0
14121,194,Djibouti,-11,2017,,,,,,,,,,0,0
14122,196,Seychelles,9,2017,,,,,,,,,,0,0
14123,206,Eritrea,1,2017,,,,,,,,,,0,0
14124,206,Somalia,1,2017,,,,,,,,,,0,0
14125,160,Mauritius,14,2017,1.0,3.0,0.0,0.0,3.0,2.0,8.0,-6.0,0.0,0,0
14126,107,Togo,6,2017,8.0,25.0,3.0,8.0,14.0,19.0,42.0,-23.0,17.0,0,0
14127,166,Gambia,-13,2017,2.0,8.0,3.0,1.0,4.0,6.0,10.0,-4.0,10.0,0,0
14128,178,Sao Tome and Principe,27,2017,,,,,,,,,,0,0
14129,106,Mozambique,1,2017,5.0,15.0,0.0,4.0,11.0,8.0,33.0,-25.0,4.0,0,0
14130,30,Senegal,2,2017,17.0,71.0,30.0,18.0,23.0,87.0,58.0,29.0,108.0,0,0
14131,33,Cameroon,1,2017,21.0,95.0,46.0,31.0,18.0,142.0,90.0,52.0,169.0,5,1
14132,35,Burkina Faso,-1,2017,13.0,52.0,10.0,17.0,25.0,51.0,78.0,-27.0,47.0,0,0
14133,40,Nigeria,-1,2017,20.0,104.0,57.0,24.0,23.0,146.0,95.0,50.0,195.0,3,0
14134,41,DR Congo,3,2017,20.0,80.0,21.0,29.0,30.0,94.0,107.0,-13.0,92.0,2,0
14135,42,Tunisia,5,2017,21.0,83.0,25.0,30.0,27.0,99.0,97.0,2.0,105.0,1,0
14136,45,Ghana,2,2017,24.0,105.0,54.0,23.0,28.0,138.0,93.0,45.0,185.0,4,0
14137,48,Ivory Coast,1,2017,25.0,106.0,48.0,30.0,28.0,152.0,111.0,41.0,174.0,2,0
14138,19,Egypt,-1,2017,26.0,111.0,60.0,24.0,27.0,175.0,97.0,78.0,204.0,7,0
14139,53,Morocco,4,2017,19.0,74.0,29.0,25.0,20.0,87.0,65.0,22.0,112.0,1,0
14140,82,Cape Verde,5,2017,4.0,16.0,5.0,8.0,3.0,14.0,12.0,2.0,21.0,0,0
14141,83,Benin,17,2017,4.0,14.0,0.0,5.0,9.0,7.0,24.0,-17.0,5.0,0,0
14142,84,Congo,6,2017,7.0,26.0,7.0,7.0,12.0,27.0,37.0,-10.0,28.0,1,0
14143,84,Gabon,-3,2017,8.0,25.0,7.0,10.0,8.0,24.0,27.0,-3.0,31.0,0,0
14144,88,Eswatini,-10,2017,,,,,,,,,,0,0
14145,90,Mauritania,-16,2017,3.0,10.0,1.0,2.0,7.0,4.0,16.0,-12.0,5.0,0,0
14146,91,Libya,-1,2017,3.0,11.0,3.0,5.0,3.0,12.0,13.0,-1.0,14.0,0,0
14147,94,Namibia,-5,2017,4.0,13.0,1.0,3.0,9.0,11.0,31.0,-20.0,6.0,0,0
14148,94,Guinea-Bissau,14,2017,4.0,12.0,0.0,3.0,9.0,4.0,19.0,-15.0,3.0,0,0
14149,97,Zambia,7,2017,18.0,69.0,27.0,19.0,23.0,83.0,70.0,13.0,100.0,1,0
14150,100,Malawi,-3,2017,3.0,10.0,2.0,2.0,6.0,9.0,15.0,-6.0,8.0,0,0
14151,78,Kenya,-10,2017,6.0,17.0,2.0,4.0,11.0,11.0,31.0,-20.0,10.0,0,0
14152,54,Algeria,4,2017,20.0,80.0,28.0,24.0,28.0,97.0,93.0,4.0,108.0,1,0
14153,64,South Africa,2,2017,11.0,50.0,18.0,16.0,16.0,55.0,48.0,7.0,70.0,1,0
14154,69,Mali,8,2017,13.0,59.0,21.0,21.0,17.0,71.0,69.0,2.0,84.0,0,0
14155,71,Guinea,1,2017,14.0,52.0,15.0,18.0,19.0,65.0,72.0,-7.0,63.0,0,0
14156,72,Uganda,-2,2017,7.0,23.0,4.0,3.0,16.0,21.0,38.0,-17.0,15.0,0,0
14157,72,Uganda,0,2017,7.0,23.0,4.0,3.0,16.0,21.0,38.0,-17.0,15.0,0,0
14158,71,Guinea,0,2017,14.0,52.0,15.0,18.0,19.0,65.0,72.0,-7.0,63.0,0,0
14159,69,Mali,0,2017,13.0,59.0,21.0,21.0,17.0,71.0,69.0,2.0,84.0,0,0
14160,54,Algeria,0,2017,20.0,80.0,28.0,24.0,28.0,97.0,93.0,4.0,108.0,1,0
14161,64,South Africa,0,2017,11.0,50.0,18.0,16.0,16.0,55.0,48.0,7.0,70.0,1,0
14162,78,Kenya,0,2017,6.0,17.0,2.0,4.0,11.0,11.0,31.0,-20.0,10.0,0,0
14163,98,Zambia,1,2017,18.0,69.0,27.0,19.0,23.0,83.0,70.0,13.0,100.0,1,0
14164,94,Namibia,0,2017,4.0,13.0,1.0,3.0,9.0,11.0,31.0,-20.0,6.0,0,0
14165,94,Guinea-Bissau,0,2017,4.0,12.0,0.0,3.0,9.0,4.0,19.0,-15.0,3.0,0,0
14166,91,Mauritania,1,2017,3.0,10.0,1.0,2.0,7.0,4.0,16.0,-12.0,5.0,0,0
14167,90,Libya,-1,2017,3.0,11.0,3.0,5.0,3.0,12.0,13.0,-1.0,14.0,0,0
14168,88,Eswatini,0,2017,,,,,,,,,,0,0
14169,84,Congo,0,2017,7.0,26.0,7.0,7.0,12.0,27.0,37.0,-10.0,28.0,1,0
14170,84,Gabon,0,2017,8.0,25.0,7.0,10.0,8.0,24.0,27.0,-3.0,31.0,0,0
14171,83,Benin,0,2017,4.0,14.0,0.0,5.0,9.0,7.0,24.0,-17.0,5.0,0,0
14172,82,Cape Verde,0,2017,4.0,16.0,5.0,8.0,3.0,14.0,12.0,2.0,21.0,0,0
14173,53,Morocco,0,2017,19.0,74.0,29.0,25.0,20.0,87.0,65.0,22.0,112.0,1,0
14174,19,Egypt,0,2017,26.0,111.0,60.0,24.0,27.0,175.0,97.0,78.0,204.0,7,0
14175,48,Ivory Coast,0,2017,25.0,106.0,48.0,30.0,28.0,152.0,111.0,41.0,174.0,2,0
14176,45,Ghana,0,2017,24.0,105.0,54.0,23.0,28.0,138.0,93.0,45.0,185.0,4,0
14177,42,Tunisia,0,2017,21.0,83.0,25.0,30.0,27.0,99.0,97.0,2.0,105.0,1,0
14178,41,DR Congo,0,2017,20.0,80.0,21.0,29.0,30.0,94.0,107.0,-13.0,92.0,2,0
14179,40,Nigeria,0,2017,20.0,104.0,57.0,24.0,23.0,146.0,95.0,50.0,195.0,3,0
14180,35,Burkina Faso,0,2017,13.0,52.0,10.0,17.0,25.0,51.0,78.0,-27.0,47.0,0,0
14181,33,Cameroon,0,2017,21.0,95.0,46.0,31.0,18.0,142.0,90.0,52.0,169.0,5,1
14182,30,Senegal,0,2017,17.0,71.0,30.0,18.0,23.0,87.0,58.0,29.0,108.0,0,0
14183,106,Togo,-1,2017,8.0,25.0,3.0,8.0,14.0,19.0,42.0,-23.0,17.0,0,0
14184,178,Sao Tome and Principe,0,2017,,,,,,,,,,0,0
14185,166,Gambia,0,2017,2.0,8.0,3.0,1.0,4.0,6.0,10.0,-4.0,10.0,0,0
14186,105,Mozambique,-1,2017,5.0,15.0,0.0,4.0,11.0,8.0,33.0,-25.0,4.0,0,0
14187,206,Somalia,0,2017,,,,,,,,,,0,0
14188,206,Eritrea,0,2017,,,,,,,,,,0,0
14189,196,Seychelles,0,2017,,,,,,,,,,0,0
14190,194,Djibouti,0,2017,,,,,,,,,,0,0
14191,157,Mauritius,-3,2017,1.0,3.0,0.0,0.0,3.0,2.0,8.0,-6.0,0.0,0,0
14192,124,Ethiopia,0,2017,11.0,30.0,7.0,4.0,19.0,31.0,67.0,-36.0,25.0,1,0
14193,121,Botswana,1,2017,1.0,3.0,0.0,0.0,3.0,2.0,9.0,-7.0,0.0,0,0
14194,118,Rwanda,1,2017,1.0,3.0,1.0,1.0,1.0,3.0,3.0,0.0,4.0,0,0
14195,117,Equatorial Guinea,1,2017,4.0,19.0,8.0,5.0,6.0,20.0,18.0,2.0,29.0,0,0
14196,114,Malawi,14,2017,3.0,10.0,2.0,2.0,6.0,9.0,15.0,-6.0,8.0,0,0
14197,113,Sierra Leone,0,2017,3.0,8.0,1.0,3.0,4.0,4.0,14.0,-10.0,6.0,0,0
14198,110,Zimbabwe,-1,2017,5.0,15.0,3.0,2.0,10.0,16.0,31.0,-15.0,11.0,0,0
14199,130,CAR,0,2017,,,,,,,,,,0,0
14200,131,Niger,0,2017,2.0,6.0,0.0,1.0,5.0,1.0,9.0,-8.0,1.0,0,0
14201,111,Madagascar,-9,2017,1.0,5.0,2.0,2.0,1.0,7.0,7.0,0.0,8.0,0,0
14202,155,Sudan,1,2017,9.0,27.0,7.0,7.0,13.0,29.0,42.0,-13.0,28.0,1,0
14203,150,Chad,1,2017,,,,,,,,,,0,0
14204,149,Lesotho,1,2017,,,,,,,,,,0,0
14205,146,South Sudan,-8,2017,,,,,,,,,,0,0
14206,143,Comoros,0,2017,1.0,4.0,1.0,0.0,3.0,4.0,7.0,-3.0,3.0,0,0
14207,135,Tanzania,0,2017,3.0,9.0,0.0,3.0,6.0,6.0,18.0,-12.0,3.0,0,0
14208,144,Angola,0,2017,9.0,31.0,7.0,13.0,11.0,39.0,43.0,-4.0,34.0,0,0
14209,141,Liberia,0,2017,2.0,5.0,1.0,2.0,2.0,5.0,7.0,-2.0,5.0,0,0
14210,141,Burundi,0,2017,1.0,3.0,0.0,0.0,3.0,0.0,4.0,-4.0,0.0,0,0
14211,41,Tunisia,-1,2017,21.0,83.0,25.0,30.0,27.0,99.0,97.0,2.0,105.0,1,0
14212,56,Morocco,3,2017,19.0,74.0,29.0,25.0,20.0,87.0,65.0,22.0,112.0,1,0
14213,53,Algeria,-1,2017,20.0,80.0,28.0,24.0,28.0,97.0,93.0,4.0,108.0,1,0
14214,49,Ghana,4,2017,24.0,105.0,54.0,23.0,28.0,138.0,93.0,45.0,185.0,4,0
14215,41,Burkina Faso,6,2017,13.0,52.0,10.0,17.0,25.0,51.0,78.0,-27.0,47.0,0,0
14216,47,Ivory Coast,-1,2017,25.0,106.0,48.0,30.0,28.0,152.0,111.0,41.0,174.0,2,0
14217,72,Guinea,1,2017,14.0,52.0,15.0,18.0,19.0,65.0,72.0,-7.0,63.0,0,0
14218,85,Congo,1,2017,7.0,26.0,7.0,7.0,12.0,27.0,37.0,-10.0,28.0,1,0
14219,84,Cape Verde,2,2017,4.0,16.0,5.0,8.0,3.0,14.0,12.0,2.0,21.0,0,0
14220,81,Benin,-2,2017,4.0,14.0,0.0,5.0,9.0,7.0,24.0,-17.0,5.0,0,0
14221,74,Kenya,-4,2017,6.0,17.0,2.0,4.0,11.0,11.0,31.0,-20.0,10.0,0,0
14222,71,Uganda,-1,2017,7.0,23.0,4.0,3.0,16.0,21.0,38.0,-17.0,15.0,0,0
14223,66,Mali,-3,2017,13.0,59.0,21.0,21.0,17.0,71.0,69.0,2.0,84.0,0,0
14224,65,South Africa,1,2017,11.0,50.0,18.0,16.0,16.0,55.0,48.0,7.0,70.0,1,0
14225,38,Nigeria,-2,2017,20.0,104.0,57.0,24.0,23.0,146.0,95.0,50.0,195.0,3,0
14226,86,Gabon,2,2017,8.0,25.0,7.0,10.0,8.0,24.0,27.0,-3.0,31.0,0,0
14227,39,DR Congo,-2,2017,20.0,80.0,21.0,29.0,30.0,94.0,107.0,-13.0,92.0,2,0
14228,32,Cameroon,-1,2017,21.0,95.0,46.0,31.0,18.0,142.0,90.0,52.0,169.0,5,1
14229,27,Senegal,-3,2017,17.0,71.0,30.0,18.0,23.0,87.0,58.0,29.0,108.0,0,0
14230,20,Egypt,1,2017,26.0,111.0,60.0,24.0,27.0,175.0,97.0,78.0,204.0,7,0
14231,139,Tanzania,4,2017,3.0,9.0,0.0,3.0,6.0,6.0,18.0,-12.0,3.0,0,0
14232,158,Sudan,3,2017,9.0,27.0,7.0,7.0,13.0,29.0,42.0,-13.0,28.0,1,0
14233,154,Chad,4,2017,,,,,,,,,,0,0
14234,151,Liberia,10,2017,2.0,5.0,1.0,2.0,2.0,5.0,7.0,-2.0,5.0,0,0
14235,148,Burundi,7,2017,1.0,3.0,0.0,0.0,3.0,0.0,4.0,-4.0,0.0,0,0
14236,147,South Sudan,1,2017,,,,,,,,,,0,0
14237,144,Comoros,1,2017,1.0,4.0,1.0,0.0,3.0,4.0,7.0,-3.0,3.0,0,0
14238,141,Angola,-3,2017,9.0,31.0,7.0,13.0,11.0,39.0,43.0,-4.0,34.0,0,0
14239,150,Mauritius,-7,2017,1.0,3.0,0.0,0.0,3.0,2.0,8.0,-6.0,0.0,0,0
14240,194,Seychelles,-2,2017,,,,,,,,,,0,0
14241,178,Sao Tome and Principe,0,2017,,,,,,,,,,0,0
14242,167,Gambia,1,2017,2.0,8.0,3.0,1.0,4.0,6.0,10.0,-4.0,10.0,0,0
14243,140,Lesotho,-9,2017,,,,,,,,,,0,0
14244,106,Mozambique,1,2017,5.0,15.0,0.0,4.0,11.0,8.0,33.0,-25.0,4.0,0,0
14245,104,Mauritania,13,2017,3.0,10.0,1.0,2.0,7.0,4.0,16.0,-12.0,5.0,0,0
14246,103,Guinea-Bissau,9,2017,4.0,12.0,0.0,3.0,9.0,4.0,19.0,-15.0,3.0,0,0
14247,109,Equatorial Guinea,-8,2017,4.0,19.0,8.0,5.0,6.0,20.0,18.0,2.0,29.0,0,0
14248,97,Madagascar,-14,2017,1.0,5.0,2.0,2.0,1.0,7.0,7.0,0.0,8.0,0,0
14249,94,Namibia,0,2017,4.0,13.0,1.0,3.0,9.0,11.0,31.0,-20.0,6.0,0,0
14250,92,Libya,2,2017,3.0,11.0,3.0,5.0,3.0,12.0,13.0,-1.0,14.0,0,0
14251,90,Eswatini,2,2017,,,,,,,,,,0,0
14252,99,Zambia,1,2017,18.0,69.0,27.0,19.0,23.0,83.0,70.0,13.0,100.0,1,0
14253,112,Togo,6,2017,8.0,25.0,3.0,8.0,14.0,19.0,42.0,-23.0,17.0,0,0
14254,113,Sierra Leone,0,2017,3.0,8.0,1.0,3.0,4.0,4.0,14.0,-10.0,6.0,0,0
14255,130,Niger,-1,2017,2.0,6.0,0.0,1.0,5.0,1.0,9.0,-8.0,1.0,0,0
14256,129,CAR,-1,2017,,,,,,,,,,0,0
14257,128,Rwanda,10,2017,1.0,3.0,1.0,1.0,1.0,3.0,3.0,0.0,4.0,0,0
14258,125,Ethiopia,1,2017,11.0,30.0,7.0,4.0,19.0,31.0,67.0,-36.0,25.0,1,0
14259,121,Botswana,0,2017,1.0,3.0,0.0,0.0,3.0,2.0,9.0,-7.0,0.0,0,0
14260,117,Malawi,3,2017,3.0,10.0,2.0,2.0,6.0,9.0,15.0,-6.0,8.0,0,0
14261,115,Zimbabwe,5,2017,5.0,15.0,3.0,2.0,10.0,16.0,31.0,-15.0,11.0,0,0
14262,195,Djibouti,1,2017,,,,,,,,,,0,0
14263,206,Somalia,0,2017,,,,,,,,,,0,0
14264,206,Eritrea,0,2017,,,,,,,,,,0,0
14265,44,Burkina Faso,3,2017,13.0,52.0,10.0,17.0,25.0,51.0,78.0,-27.0,47.0,0,0
14266,39,Nigeria,1,2017,20.0,104.0,57.0,24.0,23.0,146.0,95.0,50.0,195.0,3,0
14267,36,Cameroon,4,2017,21.0,95.0,46.0,31.0,18.0,142.0,90.0,52.0,169.0,5,1
14268,28,DR Congo,-11,2017,20.0,80.0,21.0,29.0,30.0,94.0,107.0,-13.0,92.0,2,0
14269,34,Tunisia,-7,2017,21.0,83.0,25.0,30.0,27.0,99.0,97.0,2.0,105.0,1,0
14270,27,Senegal,0,2017,17.0,71.0,30.0,18.0,23.0,87.0,58.0,29.0,108.0,0,0
14271,24,Egypt,4,2017,26.0,111.0,60.0,24.0,27.0,175.0,97.0,78.0,204.0,7,0
14272,66,Guinea,-6,2017,14.0,52.0,15.0,18.0,19.0,65.0,72.0,-7.0,63.0,0,0
14273,64,South Africa,-1,2017,11.0,50.0,18.0,16.0,16.0,55.0,48.0,7.0,70.0,1,0
14274,60,Morocco,4,2017,19.0,74.0,29.0,25.0,20.0,87.0,65.0,22.0,112.0,1,0
14275,59,Mali,-7,2017,13.0,59.0,21.0,21.0,17.0,71.0,69.0,2.0,84.0,0,0
14276,56,Ivory Coast,9,2017,25.0,106.0,48.0,30.0,28.0,152.0,111.0,41.0,174.0,2,0
14277,50,Ghana,1,2017,24.0,105.0,54.0,23.0,28.0,138.0,93.0,45.0,185.0,4,0
14278,48,Algeria,-5,2017,20.0,80.0,28.0,24.0,28.0,97.0,93.0,4.0,108.0,1,0
14279,185,Djibouti,-10,2017,,,,,,,,,,0,0
14280,194,Seychelles,0,2017,,,,,,,,,,0,0
14281,206,Eritrea,0,2017,,,,,,,,,,0,0
14282,74,Uganda,3,2017,7.0,23.0,4.0,3.0,16.0,21.0,38.0,-17.0,15.0,0,0
14283,206,Somalia,0,2017,,,,,,,,,,0,0
14284,143,South Sudan,-4,2017,,,,,,,,,,0,0
14285,141,Angola,0,2017,9.0,31.0,7.0,13.0,11.0,39.0,43.0,-4.0,34.0,0,0
14286,140,Comoros,-4,2017,1.0,4.0,1.0,0.0,3.0,4.0,7.0,-3.0,3.0,0,0
14287,138,Botswana,17,2017,1.0,3.0,0.0,0.0,3.0,2.0,9.0,-7.0,0.0,0,0
14288,138,Lesotho,-2,2017,,,,,,,,,,0,0
14289,136,Ethiopia,11,2017,11.0,30.0,7.0,4.0,19.0,31.0,67.0,-36.0,25.0,1,0
14290,132,Eswatini,42,2017,,,,,,,,,,0,0
14291,176,Sao Tome and Principe,-2,2017,,,,,,,,,,0,0
14292,151,Chad,-3,2017,,,,,,,,,,0,0
14293,153,Mauritius,3,2017,1.0,3.0,0.0,0.0,3.0,2.0,8.0,-6.0,0.0,0,0
14294,156,Namibia,62,2017,4.0,13.0,1.0,3.0,9.0,11.0,31.0,-20.0,6.0,0,0
14295,161,Gambia,-6,2017,2.0,8.0,3.0,1.0,4.0,6.0,10.0,-4.0,10.0,0,0
14296,164,Sudan,6,2017,9.0,27.0,7.0,7.0,13.0,29.0,42.0,-13.0,28.0,1,0
14297,150,Liberia,-1,2017,2.0,5.0,1.0,2.0,2.0,5.0,7.0,-2.0,5.0,0,0
14298,97,Mozambique,-9,2017,5.0,15.0,0.0,4.0,11.0,8.0,33.0,-25.0,4.0,0,0
14299,93,Benin,12,2017,4.0,14.0,0.0,5.0,9.0,7.0,24.0,-17.0,5.0,0,0
14300,92,Zambia,-7,2017,18.0,69.0,27.0,19.0,23.0,83.0,70.0,13.0,100.0,1,0
14301,91,Gabon,5,2017,8.0,25.0,7.0,10.0,8.0,24.0,27.0,-3.0,31.0,0,0
14302,89,Madagascar,-8,2017,1.0,5.0,2.0,2.0,1.0,7.0,7.0,0.0,8.0,0,0
14303,87,Libya,-5,2017,3.0,11.0,3.0,5.0,3.0,12.0,13.0,-1.0,14.0,0,0
14304,86,Congo,1,2017,7.0,26.0,7.0,7.0,12.0,27.0,37.0,-10.0,28.0,1,0
14305,85,Guinea-Bissau,-18,2017,4.0,12.0,0.0,3.0,9.0,4.0,19.0,-15.0,3.0,0,0
14306,84,Kenya,10,2017,6.0,17.0,2.0,4.0,11.0,11.0,31.0,-20.0,10.0,0,0
14307,83,Sierra Leone,-30,2017,3.0,8.0,1.0,3.0,4.0,4.0,14.0,-10.0,6.0,0,0
14308,81,Mauritania,-23,2017,3.0,10.0,1.0,2.0,7.0,4.0,16.0,-12.0,5.0,0,0
14309,127,Rwanda,-1,2017,1.0,3.0,1.0,1.0,1.0,3.0,3.0,0.0,4.0,0,0
14310,101,Zimbabwe,-14,2017,5.0,15.0,3.0,2.0,10.0,16.0,31.0,-15.0,11.0,0,0
14311,121,Burundi,-27,2017,1.0,3.0,0.0,0.0,3.0,0.0,4.0,-4.0,0.0,0,0
14312,119,CAR,-10,2017,,,,,,,,,,0,0
14313,118,Equatorial Guinea,9,2017,4.0,19.0,8.0,5.0,6.0,20.0,18.0,2.0,29.0,0,0
14314,116,Niger,-14,2017,2.0,6.0,0.0,1.0,5.0,1.0,9.0,-8.0,1.0,0,0
14315,114,Tanzania,-25,2017,3.0,9.0,0.0,3.0,6.0,6.0,18.0,-12.0,3.0,0,0
14316,115,Cape Verde,31,2017,4.0,16.0,5.0,8.0,3.0,14.0,12.0,2.0,21.0,0,0
